transaction_id,user_id,product_id,amount,date,zscore,amount_wins,year,month,day,payment_encoded,payment_type_Cash,payment_type_Credit Card,payment_type_Debit Card,payment_type_Net Banking,payment_type_UPI,payment_type_Wallet,spending_group,log_amount,amount_std,amount_minmax,name,age,gender,city,registration_date,product_name,category,price,stock,last_purchase,days_since_last_purchase,purchase_frequency,avg_monthly_spend,category_total_spend
T000012,U0169,P035,107.91,2025-04-26,0.8876842076183421,107.91,2025,4,26,3,False,False,False,True,False,False,High,4.690521853087595,1.5512074736969907,0.7027520359449593,Diya Mukherjee,30,Other,Vadodara,2022-12-05,Product_035,Sports,2998.97,82,2025-05-16,313,4,107.91,208.26
T000013,U0014,P013,96.78,2025-01-10,0.6425914281163867,96.78,2025,1,10,0,True,False,False,False,False,False,Medium,4.5827200571505,1.1890389008763205,0.6246138725077226,Sai Singh,18,Male,Kolkata,2024-06-06,Product_013,Beauty,3354.37,155,2025-01-30,419,5,117.63,227.37
T000014,U0160,P049,80.71,2025-06-24,0.28871533048867537,80.71,2025,6,24,3,False,False,False,True,False,False,Medium,4.403176393396616,0.6661234502718121,0.5117944397641111,Myra Chopra,37,Other,Nagpur,2022-12-11,Product_049,Home,1701.17,159,2025-06-24,274,3,85.88,80.71
T000015,U0195,P004,45.19,2024-06-30,-0.4934675561159481,45.19,2024,6,30,2,False,False,True,False,False,False,Low,3.832763324442514,-0.48969215678930333,0.2624262847514743,Ishaan Reddy,33,Male,Delhi,2022-06-19,Product_004,Toys,2600.12,229,2025-01-29,420,4,87.8,45.19
T000016,U0141,P009,86.09,2025-06-16,0.40718785103858757,86.09,2025,6,16,4,False,False,False,False,True,False,Medium,4.466942066704648,0.8411878637287044,0.5495647290087055,Anaya Nair,33,Female,Jaipur,2024-02-10,Product_009,Clothing,1799.44,163,2025-09-15,191,9,54.495000000000005,186.62
T000017,U0179,P032,34.34,2023-03-01,-0.732394479529804,34.34,2023,3,1,1,False,True,False,False,False,False,Low,3.5650154668915506,-0.8427495705453026,0.18625386127492277,Kabir Joshi,29,Female,Thane,2022-12-15,Product_032,Books,2913.02,176,2024-02-23,761,5,34.34,107.57000000000001
T000018,U0162,P039,47.37,2023-11-21,-0.44546196228717333,47.37,2023,11,21,2,False,False,True,False,False,False,Low,3.878879786834892,-0.41875527550007946,0.2777309744453805,Muhammad Mehta,38,Female,Lucknow,2022-10-14,Product_039,Grocery,4167.72,453,2025-02-22,396,6,31.555,47.37
T000019,U0080,P036,40.8,2025-04-15,-0.5901393712115083,40.8,2025,4,15,1,False,True,False,False,False,False,Low,3.7328963395307104,-0.632542114981823,0.23160629036787417,Ishaan Amin,18,Female,Jaipur,2024-07-16,Product_036,Sports,1650.69,388,2025-04-15,344,7,40.8,91.77
T000020,U0024,P015,57.35,2025-08-03,-0.22569323457562646,57.35,2025,8,3,1,False,True,False,False,False,False,Medium,4.066459358732565,-0.09400753455216454,0.34779556304408876,Aarohi Kapoor,20,Female,Patna,2023-03-15,Product_015,Books,2286.25,251,2025-08-03,234,10,57.35,125.02000000000001
T000022,U0184,P019,17.81,2024-07-13,-1.0964001978736786,21.137,2024,7,13,0,True,False,False,False,False,False,Low,2.934388643312939,-1.3806333538989133,0.07020499859590001,Kiara Kulkarni,35,Other,Ghaziabad,2022-08-20,Product_019,Home,523.79,441,2025-05-29,300,4,17.81,17.81
T000023,U0107,P031,82.41,2024-05-14,0.3261508853092796,82.41,2024,5,14,3,False,False,False,True,False,False,Medium,4.42376820625352,0.7214412017358859,0.5237292895254142,Kiara Bose,47,Other,Pune,2023-09-23,Product_031,Grocery,3035.94,111,2025-09-29,177,7,82.41,150.88
T000024,U0117,P036,20.75,2025-02-24,-1.0316587089486338,21.137,2025,2,24,2,False,False,True,False,False,False,Low,3.079613757534693,-1.284966183719868,0.09084526818309463,Aadhya Joshi,31,Female,Kolkata,2022-06-01,Product_036,Sports,1650.69,388,2025-09-06,200,12,69.1625,20.75
T000025,U0049,P039,41.13,2023-10-07,-0.5828724693933909,41.13,2023,10,7,0,True,False,False,False,False,False,Low,3.7407600759909254,-0.621803963227032,0.2339230553215389,Saanvi Chopra,34,Female,Kolkata,2024-03-14,Product_039,Grocery,4167.72,453,2025-10-17,159,5,35.75,41.13
T000026,U0018,P018,104.94,2024-11-27,0.8222820912552866,104.94,2024,11,27,3,False,False,False,True,False,False,High,4.66287289611638,1.4545641079038738,0.6819011513619769,Sai Iyer,34,Female,Nagpur,2022-10-04,Product_018,Electronics,2390.82,158,2024-11-27,483,4,104.94,104.94
T000027,U0130,P018,56.75,2024-08-02,-0.23890578333583973,56.75,2024,8,2,1,False,True,False,False,False,False,Medium,4.056123349401903,-0.11353144683360235,0.3435832631283347,Anaya Kapoor,27,Female,Indore,2022-03-05,Product_018,Electronics,2390.82,158,2025-10-23,153,5,45.185,91.47999999999999
T000028,U0186,P020,28.6,2025-09-29,-0.858794529335844,28.6,2025,9,29,0,True,False,False,False,False,False,Low,3.3877743613300146,-1.0295283313710573,0.14595619208087615,Saanvi Mukherjee,37,Female,Patna,2023-09-28,Product_020,Toys,1595.75,428,2025-09-29,177,3,28.6,28.6
T000029,U0039,P029,35.55,2025-09-18,-0.7057491728633741,35.55,2025,9,18,0,True,False,False,False,False,False,Low,3.5986811861957873,-0.8033763474444033,0.19474866610502664,Meera Gupta,21,Other,Ahmedabad,2022-05-12,Product_029,Clothing,128.31,289,2025-09-18,188,6,29.905,97.15
T000030,U0089,P022,82.09,2025-02-11,0.319104192637166,82.09,2025,2,11,0,True,False,False,False,False,False,Medium,4.41992435767689,0.7110284485191193,0.5214827295703455,Kiara Kulkarni,27,Other,Ahmedabad,2024-08-05,Product_022,Electronics,3207.91,466,2025-02-11,407,7,82.09,123.55000000000001
T000031,U0117,P021,35.23,2024-05-04,-0.7127958655354878,35.23,2024,5,4,2,False,False,True,False,False,False,Low,3.5898875049069856,-0.8137891006611702,0.19250210614995783,Aadhya Joshi,31,Female,Kolkata,2022-06-01,Product_021,Books,3055.12,169,2025-09-06,200,12,40.275,165.31
T000032,U0147,P025,62.17,2025-04-21,-0.11955242620191345,62.17,2025,4,21,2,False,False,True,False,False,False,Medium,4.145829504910609,0.0628345607753855,0.38163437236731257,Ishaan Mehta,22,Male,Ghaziabad,2023-09-14,Product_025,Electronics,1408.97,272,2025-10-25,151,12,62.17,103.53999999999999
T000033,U0012,P021,56.11,2025-08-26,-0.25299916868006717,56.11,2025,8,26,5,False,False,False,False,False,True,Medium,4.044979232676772,-0.13435695326713598,0.33909014321819714,Aarohi Singh,28,Other,Ghaziabad,2024-06-25,Product_021,Books,3055.12,169,2025-10-05,171,7,56.11,185.72
T000034,U0181,P025,36.93,2023-11-08,-0.6753603107148836,36.93,2023,11,8,3,False,False,False,True,False,False,Low,3.6357423557008075,-0.7584713491970965,0.20443695591126088,Aditya Bose,37,Female,Bengaluru,2023-08-14,Product_025,Electronics,1408.97,272,2023-12-04,842,4,36.93,36.93
T000036,U0152,P022,79.87,2025-06-20,0.27021776222437704,79.87,2025,6,20,1,False,True,False,False,False,False,Medium,4.392842927107731,0.6387899730777996,0.5058972198820556,Vivaan Mehta,34,Other,Indore,2023-11-09,Product_022,Electronics,3207.91,466,2025-09-30,176,4,79.87,179.73000000000002
T000037,U0026,P034,16.2,2023-02-01,-1.1318538703802508,21.137,2023,2,1,3,False,False,False,True,False,False,Low,2.8449093838194073,-1.4330225185207712,0.05890199382196012,Ira Joshi,32,Male,Delhi,2024-05-31,Product_034,Books,474.01,362,2024-03-16,739,5,16.2,16.2
T000038,U0185,P010,61.06,2023-11-13,-0.14399564140830792,61.06,2023,11,13,3,False,False,False,True,False,False,Medium,4.128101659020234,0.026715323054725657,0.37384161752316764,Ira Bose,30,Female,Thane,2022-11-01,Product_010,Sports,1315.44,77,2025-09-10,196,4,61.06,61.06
T000039,U0020,P031,36.71,2024-11-24,-0.6802049119269618,36.71,2024,11,24,4,False,False,False,False,True,False,Low,3.6299253112702656,-0.7656301170336236,0.20289244594215108,Vivaan Ghosh,20,Male,Lucknow,2023-02-15,Product_031,Grocery,3035.94,111,2025-04-05,354,4,36.71,36.71
T000040,U0160,P045,91.05,2023-06-14,0.5164115874563502,91.05,2023,6,14,3,False,False,False,True,False,False,Medium,4.522331907679087,1.0025855385885896,0.5843864083122718,Myra Chopra,37,Other,Nagpur,2022-12-11,Product_045,Grocery,992.11,139,2025-06-24,274,3,85.88,91.05
T000041,U0085,P044,33.94,2025-02-17,-0.7412028453699463,33.94,2025,2,17,0,True,False,False,False,False,False,Low,3.5536323047059106,-0.8557655120662614,0.18344566133108675,Arjun Kapoor,25,Male,Kanpur,2023-08-20,Product_044,Beauty,1655.45,268,2025-07-10,258,5,33.94,33.94
T000042,U0082,P041,50.97,2025-09-26,-0.3661866697258939,50.97,2025,9,26,5,False,False,False,False,False,True,Medium,3.9506666290203505,-0.3016118018114528,0.3030047739399045,Ishaan Verma,34,Male,Lucknow,2024-02-29,Product_041,Home,3218.83,273,2025-10-02,174,7,49.14,112.38
T000043,U0139,P003,73.92,2023-05-21,0.1391933203522624,73.92,2023,5,21,0,True,False,False,False,False,False,Medium,4.316420877575887,0.4451778429535417,0.4641252457174951,Kiara Reddy,38,Female,Pune,2022-02-21,Product_003,Beauty,3027.98,127,2025-06-22,276,4,73.92,73.92
T000044,U0061,P041,91.79,2024-08-11,0.5327070642606133,91.79,2024,8,11,5,False,False,False,False,False,True,Medium,4.530338875365088,1.0266650304023632,0.5895815782083684,Aarohi Joshi,28,Male,Chennai,2022-10-31,Product_041,Home,3218.83,273,2025-06-28,270,6,56.39,91.79
T000045,U0059,P048,26.57,2025-06-07,-0.9034969859745654,26.57,2025,6,7,1,False,True,False,False,False,False,Low,3.3167282250357055,-1.0955842345899218,0.13170457736590843,Vivaan Iyer,34,Female,Mumbai,2023-02-04,Product_048,Clothing,3666.72,295,2025-08-31,206,5,41.215,144.87
T000046,U0026,P049,44.67,2023-07-25,-0.5049184317081328,44.67,2023,7,25,5,False,False,False,False,False,True,Low,3.821441627196908,-0.5066128807665492,0.2587756248244875,Ira Joshi,32,Male,Delhi,2024-05-31,Product_049,Home,1701.17,159,2024-03-16,739,5,44.67,44.67
T000047,U0114,P011,41.06,2024-09-05,-0.5844139334154158,41.06,2024,9,5,5,False,False,False,False,False,True,Low,3.7390971702745537,-0.6240817529931998,0.2334316203313676,Sai Singh,51,Male,Chennai,2022-05-31,Product_011,Electronics,1410.29,28,2025-09-19,187,7,35.443333333333335,41.06
T000048,U0008,P003,36.89,2023-04-25,-0.6762411472988978,36.89,2023,4,25,4,False,False,False,False,True,False,Low,3.6346872250305093,-0.7597729433491923,0.20415613591687728,Ishaan Reddy,38,Male,Lucknow,2022-04-15,Product_003,Beauty,3027.98,127,2025-06-16,282,3,36.89,36.89
T000050,U0038,P016,69.62,2025-04-23,0.044503387570734285,69.62,2025,4,23,0,True,False,False,False,False,False,Medium,4.25731339050024,0.3052564716032378,0.4339370963212581,Vivaan Ghosh,18,Other,Bengaluru,2022-03-29,Product_016,Books,807.27,58,2025-04-23,336,4,69.62,69.62
T000051,U0145,P044,25.62,2023-12-15,-0.924416854844903,25.62,2023,12,15,2,False,False,True,False,False,False,Low,3.2816628129669656,-1.1264970957021982,0.12503510249929797,Aarav Kulkarni,34,Male,Kolkata,2022-05-10,Product_044,Beauty,1655.45,268,2025-03-29,361,7,25.62,124.94
T000052,U0045,P006,94.7,2025-02-22,0.5967879257476475,94.7,2025,2,22,0,True,False,False,False,False,False,Medium,4.5612182984589085,1.1213560049673363,0.6100112327997753,Sai Chopra,20,Male,Mumbai,2022-03-14,Product_006,Clothing,3250.7,481,2025-04-10,349,8,86.725,94.7
T000054,U0150,P010,101.44,2025-08-02,0.7452088901540427,101.44,2025,8,2,2,False,False,True,False,False,False,High,4.629277261331325,1.3406746195954868,0.6573294018534119,Muhammad Gupta,34,Other,Kolkata,2022-04-15,Product_010,Sports,1315.44,77,2025-08-02,235,9,63.36,101.44
T000055,U0164,P017,21.94,2024-06-06,-1.005453820574211,21.94,2024,6,6,3,False,False,False,True,False,False,Low,3.1328821117012247,-1.2462437576950165,0.09919966301600674,Muhammad Gupta,25,Male,Indore,2023-05-16,Product_017,Beauty,3697.53,235,2024-10-11,530,6,21.94,65.06
T000056,U0171,P001,40.83,2024-08-12,-0.5894787437734976,40.83,2024,8,12,3,False,False,False,True,False,False,Low,3.733613785454107,-0.6315659193677511,0.23181690536366187,Sai Patel,24,Other,Chennai,2022-11-20,Product_001,Grocery,264.89,371,2024-08-12,590,2,40.83,40.83
T000057,U0174,P035,116.76,2023-06-01,1.0825693018314875,116.76,2023,6,1,2,False,False,True,False,False,False,High,4.7686486549805664,1.839185179848198,0.7648834597023308,Ira Kulkarni,34,Female,Hyderabad,2024-05-02,Product_035,Sports,2998.97,82,2025-09-23,183,7,116.76,116.76
T000058,U0114,P023,35.71,2024-09-04,-0.7022258265273171,35.71,2024,9,4,0,True,False,False,False,False,False,Low,3.603049197508743,-0.7981699708360198,0.19587194608256106,Sai Singh,51,Male,Chennai,2022-05-31,Product_023,Books,1984.98,450,2025-09-19,187,7,35.443333333333335,126.61000000000001
T000059,U0164,P028,71.26,2024-05-27,0.08061768751531714,71.26,2024,5,27,5,False,False,False,False,False,True,Medium,4.280270725719494,0.35862183183916774,0.4454507160909857,Muhammad Gupta,25,Male,Indore,2023-05-16,Product_028,Home,3602.11,250,2024-10-11,530,6,57.19,117.7
T000060,U0117,P020,86.9,2025-02-26,0.42502479186487546,86.9,2025,2,26,2,False,False,True,False,False,False,Medium,4.476199804691132,0.8675451453086455,0.5552513338949734,Aadhya Joshi,31,Female,Kolkata,2022-06-01,Product_020,Toys,1595.75,428,2025-09-06,200,12,69.1625,86.9
T000061,U0124,P007,31.31,2025-02-20,-0.7991178507688809,31.31,2025,2,20,2,False,False,True,False,False,False,Low,3.475376779836407,-0.9413453275665635,0.16498174670036506,Ishaan Ghosh,20,Other,Jaipur,2024-02-24,Product_007,Books,2084.59,134,2025-04-11,348,3,77.975,194.22000000000003
T000062,U0147,P023,52.68,2024-08-28,-0.3285309057592862,52.68,2024,8,28,0,True,False,False,False,False,False,Medium,3.9830404926634264,-0.24596865180935518,0.31500982869980343,Ishaan Mehta,22,Male,Ghaziabad,2023-09-14,Product_023,Books,1984.98,450,2025-10-25,151,12,46.35,257.28
T000063,U0180,P019,7.8100000000000005,2025-03-21,-1.3166093438772326,21.137,2025,3,21,1,False,True,False,False,False,False,Low,2.175887439948088,-1.7060318919228759,0.0,Reyansh Verma,53,Female,Bhopal,2022-04-27,Product_019,Home,523.79,441,2025-10-13,163,6,55.84333333333334,41.25
T000064,U0071,P001,29.53,2023-04-11,-0.8383150787575134,29.53,2023,4,11,0,True,False,False,False,False,False,Low,3.4187098067467865,-0.9992662673348288,0.15248525695029486,Kabir Roy,34,Female,Bengaluru,2022-01-10,Product_001,Grocery,264.89,371,2024-09-03,568,8,29.53,29.53
T000065,U0156,P048,46.92,2024-08-09,-0.4553713738573332,46.92,2024,8,9,3,False,False,False,True,False,False,Low,3.869532953807194,-0.4333982097111576,0.274571749508565,Reyansh Amin,26,Other,Jaipur,2023-09-23,Product_048,Clothing,3666.72,295,2024-08-09,593,4,46.92,46.92
T000066,U0199,P015,25.82,2024-12-22,-0.920012671924832,25.82,2024,12,22,0,True,False,False,False,False,False,Low,3.2891478778535324,-1.119989124941719,0.12643920247121593,Meera Roy,32,Male,Ghaziabad,2022-02-10,Product_015,Books,2286.25,251,2025-07-27,241,8,25.82,288.35
T000067,U0057,P041,145.39,2024-05-28,1.713028086839662,124.071,2024,5,28,2,False,False,True,False,False,False,High,4.98627429318332,2.7708011942108026,0.9658803706823925,Aarav Gupta,25,Male,Pune,2023-02-21,Product_041,Home,3218.83,273,2024-09-20,551,5,145.39,145.39
T000068,U0174,P049,23.15,2023-10-08,-0.9788085139077809,23.15,2023,10,8,5,False,False,False,False,False,True,Low,3.184284380098582,-1.206870534594117,0.10769446784611063,Ira Kulkarni,34,Female,Hyderabad,2024-05-02,Product_049,Home,1701.17,159,2025-09-23,183,7,23.15,23.15
T000069,U0161,P007,41.93,2023-03-22,-0.5652557377131067,41.93,2023,3,22,5,False,False,False,False,False,True,Low,3.7595708822364693,-0.5957720801851151,0.23953945520921088,Aarav Joshi,24,Female,Pune,2023-05-15,Product_007,Books,2084.59,134,2025-10-12,164,5,41.93,134.08
T000070,U0080,P029,59.05,2025-01-17,-0.18825767975502236,59.05,2025,1,17,1,False,True,False,False,False,False,Medium,4.095177548525992,-0.03868978308809101,0.3597304128053917,Ishaan Amin,18,Female,Jaipur,2024-07-16,Product_029,Clothing,128.31,289,2025-04-15,344,7,59.05,59.05
T000071,U0188,P009,129.64,2024-08-27,1.3661986818840646,124.071,2024,8,27,1,False,True,False,False,False,False,High,4.8724454486622095,2.2582984968230613,0.85530749789385,Muhammad Das,31,Female,Bengaluru,2022-06-10,Product_009,Clothing,1799.44,163,2025-03-04,386,8,72.71499999999999,222.48
T000072,U0084,P048,23.07,2023-12-26,-0.9805701870758093,23.07,2023,12,26,3,False,False,False,True,False,False,Low,3.1809662517949806,-1.2094737228983088,0.10713282785734345,Kiara Kapoor,27,Male,Hyderabad,2022-03-19,Product_048,Clothing,3666.72,295,2025-10-15,161,4,23.07,96.81
T000073,U0052,P009,109.72,2025-01-19,0.9275420630449854,109.72,2025,1,19,0,True,False,False,False,False,False,High,4.707004491869359,1.610104609079328,0.7154591406908172,Vivaan Patel,28,Male,Nagpur,2024-01-16,Product_009,Clothing,1799.44,163,2025-10-08,168,12,109.72,157.13
T000074,U0136,P033,54.93,2023-12-03,-0.2789838479084865,54.93,2023,12,3,4,False,False,False,False,True,False,Medium,4.024100908833496,-0.17275398075396356,0.3308059533838809,Anaya Bose,44,Other,Pune,2024-05-10,Product_033,Clothing,3874.48,45,2025-03-06,384,5,54.93,54.93
T000075,U0066,P031,30.3,2024-11-24,-0.8213589745152399,30.3,2024,11,24,4,False,False,False,False,True,False,Low,3.4436180975461075,-0.9742105799069837,0.15789104184217917,Aditya Ghosh,42,Female,Hyderabad,2024-08-22,Product_031,Grocery,3035.94,111,2025-10-01,175,3,30.3,30.3
T000076,U0030,P030,72.04,2023-10-16,0.09779400090359437,72.04,2023,10,16,1,False,True,False,False,False,False,Medium,4.291007236286713,0.38400291780503687,0.4509267059814659,Aarohi Sharma,29,Other,Hyderabad,2023-11-30,Product_030,Home,685.55,28,2025-09-29,177,9,66.96666666666667,146.21
T000077,U0194,P015,61.52,2025-03-24,-0.13386602069214443,61.52,2025,3,24,5,False,False,False,False,False,True,Medium,4.135486505553276,0.04168365580382797,0.37707104745857906,Vihaan Kapoor,22,Male,Ahmedabad,2024-07-19,Product_015,Books,2286.25,251,2025-03-24,366,5,73.755,110.05000000000001
T000078,U0143,P024,38.09,2025-03-19,-0.6498160497784713,38.09,2025,3,19,1,False,True,False,False,False,False,Low,3.6658666798048634,-0.7207251187863166,0.2125807357483853,Aarohi Verma,19,Female,Kolkata,2023-10-28,Product_024,Home,2509.0,267,2025-03-19,371,3,38.09,58.32000000000001
T000079,U0004,P017,56.93,2023-09-11,-0.23494201870777576,56.93,2023,9,11,0,True,False,False,False,False,False,Medium,4.059235385108533,-0.10767427314917102,0.3448469531030609,Aarav Gupta,44,Male,Kolkata,2023-06-02,Product_017,Beauty,3697.53,235,2024-04-03,721,2,56.93,56.93
T000080,U0117,P024,43.33,2024-06-20,-0.5344264572726091,43.33,2024,6,20,5,False,False,False,False,False,True,Low,3.7916616487569623,-0.5502162848617603,0.24936815501263687,Aadhya Joshi,31,Female,Kolkata,2022-06-01,Product_024,Home,2509.0,267,2025-09-06,200,12,43.33,43.33
T000081,U0150,P025,58.45,2025-01-30,-0.2014702285152355,58.45,2025,1,30,5,False,False,False,False,False,True,Medium,4.085135623136791,-0.05821369536952859,0.35551811288963775,Muhammad Gupta,34,Other,Kolkata,2022-04-15,Product_025,Electronics,1408.97,272,2025-08-02,235,9,38.835,58.45
T000082,U0028,P044,81.23,2025-08-23,0.30016620608086036,81.23,2025,8,23,2,False,False,True,False,False,False,Medium,4.409520198982804,0.6830441742490585,0.515445099691098,Kiara Kulkarni,35,Male,Nagpur,2023-01-26,Product_044,Beauty,1655.45,268,2025-08-23,214,8,61.035000000000004,101.57000000000001
T000083,U0007,P040,141.4,2024-11-02,1.6251646375842443,124.071,2024,11,2,0,True,False,False,False,False,False,High,4.958639998977875,2.640967177539242,0.9378685762426285,Ishaan Sharma,44,Male,Indore,2022-12-15,Product_040,Grocery,4011.76,36,2025-10-19,157,4,141.4,141.4
T000084,U0157,P015,25.98,2023-05-10,-0.916489325588775,25.98,2023,5,10,5,False,False,False,False,False,True,Low,3.2950958507796098,-1.1147827483333357,0.12756248244875038,Aarohi Joshi,46,Female,Indore,2024-04-25,Product_015,Books,2286.25,251,2025-06-20,278,5,34.31,25.98
T000086,U0167,P027,16.92,2023-10-14,-1.1159988118679949,21.137,2023,10,14,1,False,True,False,False,False,False,Low,2.8859174075467844,-1.4095938237830459,0.06395675372086493,Sai Bose,38,Other,Kolkata,2022-11-10,Product_027,Toys,2241.45,134,2025-05-03,326,4,16.92,16.92
T000087,U0012,P003,49.85,2025-10-05,-0.3908500940782919,49.85,2025,10,5,4,False,False,False,False,True,False,Low,3.928880122494569,-0.3380564380701366,0.2951418140971637,Aarohi Singh,28,Other,Ghaziabad,2024-06-25,Product_003,Beauty,3027.98,127,2025-10-05,171,7,37.995000000000005,49.85
T000088,U0030,P007,77.71,2023-10-05,0.22265258668760918,77.71,2023,10,5,2,False,False,True,False,False,False,Medium,4.3657702121543585,0.5685038888646233,0.49073294018534114,Aarohi Sharma,29,Other,Hyderabad,2023-11-30,Product_007,Books,2084.59,134,2025-09-29,177,9,66.96666666666667,176.11
T000089,U0100,P030,64.62,2025-05-08,-0.06560118543104268,64.62,2025,5,8,4,False,False,False,False,True,False,Medium,4.183880527532955,0.14255720259125645,0.3988345970233081,Anaya Mukherjee,30,Other,Visakhapatnam,2022-04-29,Product_030,Home,685.55,28,2025-08-30,207,7,61.545,64.62
T000090,U0151,P048,37.58,2023-11-13,-0.6610467162246526,37.58,2023,11,13,5,False,False,False,False,False,True,Low,3.652734007477583,-0.7373204442255389,0.20900028081999436,Kabir Kulkarni,34,Male,Patna,2024-03-12,Product_048,Clothing,3666.72,295,2025-03-26,364,8,35.39,136.95
T000091,U0107,P042,48.19,2025-09-29,-0.4274048123148819,48.19,2025,9,29,1,False,True,False,False,False,False,Low,3.8956903508072482,-0.3920725953821145,0.2834877843302443,Kiara Bose,47,Other,Pune,2023-09-23,Product_042,Home,4406.39,59,2025-09-29,177,7,38.725,75.91
T000092,U0158,P027,40.62,2023-03-09,-0.5941031358395722,40.62,2023,3,9,4,False,False,False,False,True,False,Low,3.7285808209654885,-0.6383992886662543,0.23034260039314797,Saanvi Khan,35,Female,Kolkata,2024-04-30,Product_027,Toys,2241.45,134,2025-05-29,300,5,40.62,126.52000000000001
T000093,U0177,P024,38.34,2025-06-27,-0.6443108211283824,38.34,2025,6,27,2,False,False,True,False,False,False,Low,3.672241812960913,-0.7125901553357176,0.2143358607132828,Ishaan Verma,32,Male,Vadodara,2022-10-27,Product_024,Home,2509.0,267,2025-10-22,154,4,38.34,38.34
T000094,U0114,P016,90.9,2023-07-23,0.513108450266297,90.9,2023,7,23,4,False,False,False,False,True,False,Medium,4.520701029361642,0.9977045605182305,0.5833333333333334,Sai Singh,51,Male,Chennai,2022-05-31,Product_016,Books,807.27,58,2025-09-19,187,7,78.85000000000001,126.61000000000001
T000095,U0176,P024,67.64,2025-01-04,0.0009019766620305201,67.64,2025,1,4,0,True,False,False,False,False,False,Medium,4.228875455179707,0.24082756107449307,0.4200365065992699,Kabir Sharma,38,Other,Vadodara,2022-05-10,Product_024,Home,2509.0,267,2025-09-16,190,5,67.64,97.13
T000096,U0016,P026,36.03,2024-01-24,-0.6951791338552035,36.03,2024,1,24,4,False,False,False,False,True,False,Low,3.6117283949255214,-0.7877572176192531,0.19811850603762987,Diya Iyer,27,Female,Kanpur,2022-08-03,Product_026,Beauty,3490.97,332,2025-08-11,226,2,36.03,36.03
